Lesson,Frequency,Hebrew,English,POS,Category
5A,48,דַּל,"(adj) mean, scanty; (n) poor",Adjective,
5A,48,הוֹי,(interg) alas! woe!,Particle,
5A,49,הֵ֫נָּה,"(adv; spacial) hither, here; (temporal) until now",Adverb,Time and Seasons
5A,49,הַרְבֵּה,"(adv) great number, many, much",Adverb,Measurement and Numbers
5A,49,חֶ֫בֶל,"rope; (ext) measure, plot",Noun,Measurement and Numbers
5A,49,טַבַּ֫עַת,"ring, signet-ring",Noun,Clothing
5A,48,יָצַב,"(Hith) to take one's stand, position, stand (firm); appear, arrive",Verb,Movement Verbs
5A,49,מִגְדָּל,tower,Noun,Building and Travel
5A,48,מַכָּה,"blow, wound",Noun,Humans and Anatomy
5A,49,מִשְׁקָל,weight,Noun,Measurement and Numbers
5A,48,נְבֵלָה,corpse,Noun,Humans and Anatomy
5A,49,נָגַפ,"to injure, strike",Verb,Action and Stative Verbs
5A,48,סָמַךְ,support,Noun,
5A,49,עֲבוּר,"on account of, for the sake of, because of, in order that (always with pref בַּ־)",Noun,
5A,48,עַד,"eternity, always",Noun,Time and Seasons
5A,49,פַּ֫חַד,"trembling, terror",Noun,
5A,49,פֶּ֫סַח,"Passover (festival, sacrifice)",Proper Noun,"People, Law, and Covenant"
5A,49,קָצִיר,"crop, harvest",Noun,Plants and Animals
5A,48,שְׁבִי,(those who are/that which is) taken captive,Noun,Lands and Warfare
5A,48,שַׁדַּי,(adj) Almighty,Adjective,
5A,48,שַׂק,"goathair cloth, sackcloth; sack",Noun,Clothing
5A,49,תְּכֵ֫לֶת,purple wool,Noun,Clothing
5B,46,אָשָׁם,"guilt, wrong; guilt offering",Noun,Worship/Cultic
5B,46,גֹּאֵל,redeemer,Noun,Humans and Anatomy
5B,47,גַּיְא,valley,Noun,Heavens and Earth
5B,47,גָּרַשׁ,"to banish, divorce, drive out; toss up",Verb,Movement Verbs
5B,47,חֲנִית,spear,Noun,Lands and Warfare
5B,47,חָרֵשׁ,(stat) to be deaf; (Hi) be silent,Verb,Action and Stative Verbs
5B,47,לִשְׁכָּה,hall,Noun,Building and Travel
5B,46,מָאַן,"(Pi) to refuse, refuse to",Verb,Action and Stative Verbs
5B,47,מַעֲלָה,ascent,Noun,
5B,46,מִשְׁכָּב,"couch, bed",Noun,Building and Travel
5B,46,מִשְׁתֶּה,(drinking-) feast,Noun,Food
5B,47,מָתְנַ֫יִם,(du) loins,Noun,Humans and Anatomy
5B,46,נָכְרִי,"(adj) foreign, strange; (n) foreigner",Adjective,Humans and Anatomy
5B,47,נְעוּרִים,youth,Noun,Humans and Anatomy
5B,46,סָלַח,to forgive,Verb,Personal Interactions
5B,47,עֵ֫זֶר ; עֶזְרָה,"(s m; f) support, help, (ext or coll) helper(s)",Noun,Personal Interactions
5B,46,עָצַר,"to restrain, detain",Verb,Action and Stative Verbs
5B,46,פָּגַע,"to encounter, meet; entreat",Verb,Personal Interactions
5B,46,צָפָה,to arrange; (Pi) overlay,Verb,Action and Stative Verbs
5B,47,קָוָה,"to wait, await",Verb,Action and Stative Verbs
5B,46,קוֹמָה,"height, stature",Noun,Humans and Anatomy
5B,47,קָטָן,"(adj) small, young (-er, -est)",Adjective,Humans and Anatomy
5B,46,קָשַׁב,"to be sharp, attentive",Verb,Action and Stative Verbs
5B,47,רָחַם,(Pi) to show love for,Verb,Personal Interactions
5B,47,רָצַח,to kill,Verb,Action and Stative Verbs
5B,47,שָׁבָה,to take captive,Verb,Lands and Warfare
5C,45,אוּלַי,(adv) perhaps,Adverb,
5C,45,"אֹ֫כֶל , אָכְלָה",food,Noun,Food
5C,45,אֶ֫שֶׁר,(pl) fortune; happiness,Noun,
5C,45,בָּחוּר,young man,Noun,Humans and Anatomy
5C,45,גִּיל,"shriek ecstatically, shout with joy",Noun,
5C,44,חָגַר,"to gird, put on a belt",Verb,Clothing
5C,44,חָלָב,milk,Noun,Food
5C,44,חָלַץ,to take off; (Qal part pass) ready for battle,Verb,Lands and Warfare
5C,45,יָרֵא,"(adj) fearing, afraid of",Adjective,
5C,45,יִרְאָה,"(n) fear, reverence",Noun,
5C,45,מְדִינָה,"province, district",Noun,Lands and Warfare
5C,44,מוֹשָׁב,dwelling place,Noun,Building and Travel
5C,45,מָרָה,"to be rebellious, obstinate",Verb,Action and Stative Verbs
5C,44,מֶרְכָּבָה,chariot,Noun,Lands and Warfare
5C,45,מַשָּׂא,"carrying, burden",Noun,
5C,44,נָגִיד,"chief, leader",Noun,Humans and Anatomy
5C,44,נוֹרָא,awe-inspiring,Noun,
5C,45,נֵר,lamp,Noun,Building and Travel
5C,45,סָרִיס,"eunuch, court official",Noun,"People, Law, and Covenant"
5C,45,עוּד,(Pi) to surround,Verb,Action and Stative Verbs
5C,45,עִמָּד,"(alw with suffix; prep) with (Cf. עִמ, 1.B)",Preposition,
5C,44,קָשַׁר,"to tie up, bind",Verb,Action and Stative Verbs
5C,45,ר֫וּעַ,(Hi) to shout,Verb,Action and Stative Verbs
5C,45,רָפָה,"to become slack, sink down",Verb,Action and Stative Verbs
5C,45,רֶ֫שַׁע ; רִשְׁעָה,"(s m; f) wrong, injustice, guilt",Noun,Worship/Cultic
5C,44,"שֶׁ֫בֶר , שֵׁ֫בֶר","breaking, fracture; interpretation",Noun,
5C,44,שֶׂה,"lamb, kid",Noun,Plants and Animals
5D,43,אוֹר (II),"(Hi) to shine, give light, illuminate",Verb,Action and Stative Verbs
5D,42,אֱנוֹשׁ,"man, mankind, men",Noun,Humans and Anatomy
5D,42,אֶפֶס,"end, nothing",Noun,
5D,42,בַּד,"poles, shoots",Noun,Building and Travel
5D,42,בָּדַל,"(Ni) to separate oneself, withdraw; (Hi) to divide, separate, set apart",Verb,Movement Verbs
5D,43,בָּזָה,"(Q) to despise, regard with contempt",Verb,Personal Interactions
5D,42,בָּזַז,"(Q) to plunder, spoil",Verb,Lands and Warfare
5D,43,בֶּטַח,"security, safety",Noun,
5D,43,בָּלַל,"(Q) to mix up, confuse, mingle",Verb,Action and Stative Verbs
5D,42,גּוֹלָה,"captivity, exiles",Noun,Lands and Warfare
5D,43,הָרָה,"(Q) to conceive, be/become pregnant",Verb,Action and Stative Verbs
5D,43,הָרַס,"(Q) to tear down, demolish, destroy; (Ni) be ruined",Verb,Action and Stative Verbs
5D,42,זוּב,"(Q) to flow away, suffer a discharge",Verb,Action and Stative Verbs
5D,43,זָמַר,"(Pi) to sing, praise, make music, play an instrument",Verb,Action and Stative Verbs
5D,42,זָרָה,"(Q, Pi) to scatter, fan, winnow",Verb,Movement Verbs
5D,42,חָרְבָּה,"desolation, ruin, waste",Noun,
5D,42,טַף,children,Noun,Family and Tribe
5D,42,יָחַל,"(Pi, Hi) to wait, hope",Verb,Action and Stative Verbs
5D,43,יָסַד,"(Q) to fix, establish, appoint, found",Verb,Action and Stative Verbs
5D,42,יָסַר,"(Q) to admonish, instruct, discipline, correct, chasten",Verb,Action and Stative Verbs
5D,42,יָתוֹם,orphan,Noun,Family and Tribe
5D,42,כִּנּוֹר,"lyre, harp",Noun,
5D,43,לוּהַ,"tablet, board, plank",Noun,Building and Travel
5D,42,מַחֲלֹקֶת,"division, portion",Noun,Measurement and Numbers
5D,42,מְנוֹרָה,lampstand,Noun,Building and Travel
5D,42,מַעֲלָל,"deed, practice, act (usu. bad)",Noun,
5D,42,מְעָרָה,cave,Noun,Building and Travel
5D,43,מָתַי,when?,Adverb,
5D,42,נָוֶה,"pasturage, abode of shepherd or flocks",Noun,Plants and Animals
5D,43,נִיחֹחַ,"soothing, pleasing, tranquilizing",Noun,
5D,43,נֵצַח,"eminence, everlastingness, glory",Noun,Worship/Cultic
5D,43,נָקִי,"blameless, innocent, exempt, free from",Noun,"People, Law, and Covenant"
5D,42,נָתַץ,(Q) to pull down (Pi) to tear down,Verb,Action and Stative Verbs
5D,43,פָּשַׁט,"(Q) to take off, strip off, rush/dash out",Verb,Action and Stative Verbs
5D,42,צַוָּאר,"neck, back of neck",Noun,Humans and Anatomy
5D,43,קִנְאָה,"passion, jealousy, zeal, ardour",Noun,
5D,43,רְחוֹב,"public square, street",Noun,Building and Travel
5D,42,שָׁנִי,"scarlet, crimson",Noun,
5D,43,תְּבוּאָה,"produce, harvest",Noun,Plants and Animals
5D,42,תְּבוּנָה,"intelligence, skill, understanding",Noun,Humans and Anatomy
5E,40,אַהֲבָה,love,Noun,Personal Interactions
5E,41,אָזַן,"(Hi) to listen, hear",Verb,Action and Stative Verbs
5E,41,אָחוֹר,"back part, backwards, behind, background",Noun,
5E,41,אָמַץ,"(Q) to be strong, bold; (Pi) to make firm, strengthen, assure, secure, harden, make obstinate; (Hithp) to strengthen oneself, confirm oneself; (Hi) to exhibit strength, be strong",Verb,Action and Stative Verbs
5E,41,אָרַב,"(Q) to lie in ambush, lie in wait",Verb,Action and Stative Verbs
5E,40,אֲשֵׁרָה,Asherah (goddess or cult-pole),Proper Noun,
5E,40,בָּלַע,"(Q, Pi) to swallow, engulf",Verb,Action and Stative Verbs
5E,41,בְּרִיחַ,"bar (of wood, of iron, of a city gate, of a door)",Noun,Building and Travel
5E,40,גָּבֹהַ,"high, exalted, lofty, tall",Noun,
5E,41,גַּן,"garden, enclosure",Noun,Building and Travel
5E,40,דָּגָן,"corn, grain",Noun,Plants and Animals
5E,40,דַּי,"sufficiency, enough",Noun,
5E,41,חָמַל,"(Q) to spare, have compassion",Verb,Action and Stative Verbs
5E,41,חָרוֹן,(burning of) anger,Noun,
5E,40,חָרַף,"(Q) to taunt, reproach",Verb,Personal Interactions
5E,41,יָפֶה,"beautiful, handsome",Adjective,Humans and Anatomy
5E,40,כָּבֵד,"heavy, weighty, abundant, rich, oppressive,",Noun,
5E,41,מוֹט,"(Q) to totter, waver, slip",Verb,Action and Stative Verbs
5E,41,נוּעַ,"(Q) to shake, totter, waver, stagger",Verb,Action and Stative Verbs
5E,40,נָחָה,"(Q) to lead, bring; (Hi) to lead, guide",Verb,Movement Verbs
5E,40,נָטַשׁ,"(Q) to leave, forsake, permit",Verb,Movement Verbs
5E,41,נָקָה,"(Ni) to be free of, be without guilt, be exempt from; (Pi) leave unpunished, hold innocent",Verb,"People, Law, and Covenant"
5E,40,עֹל,yoke,Noun,Plants and Animals
5E,41,פָּשַׁע,"(Q) to rebel, revolt, transgress",Verb,Action and Stative Verbs
5E,41,צָדֵק,"(Q) to be in the right, to be justified, just",Verb,Action and Stative Verbs
5E,40,צִפּוֹר,"bird, fowl",Noun,Plants and Animals
5E,41,רָגַז,"(Q) to quake, quiver, be agitated",Verb,Action and Stative Verbs
5E,41,שֹׂנֵא,enemy (participle),Noun,Personal Interactions
5E,41,שָׁקַט,"(Q) to be quiet, at peace",Verb,Action and Stative Verbs
5E,41,תּוֹלֵעָה,worm,Noun,Plants and Animals
5F,39,אָבַל,"to mourn, lament",Verb,Personal Interactions
5F,38,אֵיפָה,ephah (measure of grain),Noun,Measurement and Numbers
5F,38,"אָנָה , אָן",where? to where? (whither?),Adverb,
5F,39,אַרְגָּמָן,purple thread or cloth,Noun,Clothing
5F,39,בָּהַל,"(Ni) to be disturbed, terrified, be in haste; (Pi, Hi) to terrify, hasten",Verb,Action and Stative Verbs
5F,39,גָּנַב,to steal,Verb,Action and Stative Verbs
5F,38,זַיִת,"olive, olive tree",Noun,Plants and Animals
5F,38,חֶדֶר,"room, chamber",Noun,Building and Travel
5F,38,חֵיק,"bosom, breast of a garment, chest, lap",Noun,Humans and Anatomy
5F,39,חֵפֶץ,"delight, pleasure",Noun,
5F,39,חָרַד,"to tremble, quake, shudder, be terrified",Verb,Action and Stative Verbs
5F,38,חָרָשׁ,"craftsman, engraver,",Noun,Humans and Anatomy
5F,38,כָּלַם,"(N, Hoph) to be humiliated, shamed, disgraced; (Hiph) to humiliate",Verb,Action and Stative Verbs
5F,38,מָטָר,rain,Noun,Heavens and Earth
5F,38,מְלֹא,"fulness, that which fills",Noun,
5F,38,מִלָּה,"word, speech, utterance",Noun,
5F,39,מַר,"(adj) bitter, (subst) bitterness",Adjective,
5F,39,מִרְמָה,"deceit, treachery, fraud",Noun,
5F,39,מָשִׁיחַ,"Messiah, anointed one",Proper Noun,Worship/Cultic
5F,39,מָשָׁל,"saying, proverb, parable",Noun,Worship/Cultic
5F,38,פֹּעַל,"deed, work",Noun,Humans and Anatomy
5F,39,צֵלָע,"rib, side",Noun,Humans and Anatomy
5F,39,קָהַל,(Ni) to assemble,Verb,Movement Verbs
5F,39,רַחֲמִים,compassion(s),Noun,Personal Interactions
5F,39,שַׁמָּה,"astonishment, horror",Noun,
5F,38,שֵׁשׁ,byssus (Egyptian linen),Noun,Clothing
5F,39,תְּאֵנָה,"fig, fig tree",Noun,Plants and Animals
5F,39,תּוֹלֵדוֹת,"generations, the account of a man and his descendents",Noun,Family and Tribe
5F,38,תִּירוֹשׁ,"grape juice, new wine",Noun,Food
5G,36,אִי,"coast, region",Noun,Heavens and Earth
5G,37,אָלָה,"a curse, an oath",Noun,Worship/Cultic
5G,37,אִמְרָה,"word, utterance, speech",Noun,Personal Interactions
5G,36,אָשַׁם,"to trespass, wrong, injure, to be guilty, to be held guilty, to bear punishment; (Ni) to suffer punishment; (Hi) to declare guilty.",Verb,Action and Stative Verbs
5G,37,בְּאֵר,"well, pit",Noun,Building and Travel
5G,37,בִּינָה,"insight, understanding",Noun,
5G,37,גָּמַל,"to deal out to, do to, wean a child, ripen, (Ni) to be weaned",Verb,Action and Stative Verbs
5G,37,חָסָה,to seek refuge,Verb,Action and Stative Verbs
5G,36,חָרֵב,"(stat) to be dry, dried up",Verb,Action and Stative Verbs
5G,37,טֻמְאָה,uncleaness (ritual),Noun,Worship/Cultic
5G,36,יָקָר,"rare, costly, precious, splendid",Noun,
5G,36,יֵשַׁע,"salvation, liberation, deliverance, rescue",Noun,
5G,37,כּוֹכָב,star,Noun,Heavens and Earth
5G,37,כּוּל,"to seize (Pilpel) to sustain, contain; (Hi) to contain, hold in, endure",Verb,Action and Stative Verbs
5G,36,כָּנַע,"(Ni) to be humbled, subdued, to humble oneself; (Hi) to humble, subdue",Verb,Action and Stative Verbs
5G,36,כָּרַע,"to bow, bow down, kneel (for various purposes)",Verb,Movement Verbs
5G,37,לָקַט,"to gather, glean, pick up",Verb,Movement Verbs
5G,37,מִבְצָר,"fortress, fortified city, fortification, stronghold",Noun,Building and Travel
5G,36,מוּל,"(prep) in front of, opposite; (noun) the front",Preposition,
5G,36,מוֹפֵת,"sign, omen, wonder",Noun,Worship/Cultic
5G,36,מָעוֹז,"place or means of safety, protection, fortress, refuge",Noun,Building and Travel
5G,36,מַצֵּבָה,"sacred pillar or monument, stump of a tree",Noun,Building and Travel
5G,36,מָשַׁךְ,"to draw, pull, drag",Verb,Movement Verbs
5G,37,גוּף,(Hi) move back and forth,Verb,Action and Stative Verbs
5G,36,נֵכָר,foreign land,Noun,Lands and Warfare
5G,36,נָסָה,(Pi) (put someone to the) test,Verb,Action and Stative Verbs
5G,37,עֵדֶר,"flock, herd",Noun,Plants and Animals
5G,36,עֳנִי,"misery, affliction, poverty",Noun,
5G,37,עָשַׁק,"to oppress, wrong, extort",Verb,Action and Stative Verbs
5G,37,עֹשֶׁר,riches,Noun,
5G,37,פִּלֶגֶשׁ; פִּילֶגֶשׁ,concubine,Noun,Family and Tribe
5G,37,צָפָה,"to look out, spy, keep watch",Verb,Action and Stative Verbs
5G,36,קָשֶׁה,"difficult, hard, severe",Noun,
5G,37,שׁוֹעֵר,"gatekeeper, porter",Noun,Humans and Anatomy
5G,36,שָׂחַק,play (act) clumsy; laugh,Verb,Personal Interactions
5G,36,תֵּבֵל,world; continent(s),Noun,Heavens and Earth
5G,36,תְּהוֹם,"(n) deep, abyss, ocean depth",Noun,Heavens and Earth
5G,36,תְּרוּעָה,shout of alarm or joy,Noun,
5H,35,אוֹפַן,wheel,Noun,Building and Travel
5H,34,אָרַךְ,"to be long; (Hi) to prolong, make long, grow long",Verb,Action and Stative Verbs
5H,34,אָתוֹן,female donkey,Noun,Plants and Animals
5H,34,גֹּרֶן,threshing floor,Noun,Building and Travel
5H,35,גֶּשֶׁם,"rain, shower",Noun,Heavens and Earth
5H,34,"דָּג,דָּגָה",fish,Noun,Plants and Animals
5H,34,הָמָה,"(Q) to growl, groan, murmur, roar, make noise or sound",Verb,Action and Stative Verbs
5H,35,זֹנָה,a prostitute (fs participle of זָנָה to fornicate),Noun,Humans and Anatomy
5H,34,זָרַק,"(Q) to scatter, toss, throw",Verb,Movement Verbs
5H,34,חָבָא,"(Ni) to hide oneself, to be hidden",Verb,Action and Stative Verbs
5H,35,חָזוֹן,vision,Noun,
5H,35,חֵטְא,"fault, sin",Noun,Worship/Cultic
5H,35,חָסִיד,"faithful, devout, kind, pious, godly",Adjective,Worship/Cultic
5H,34,יָהַב,"(Q) to give, set, provide",Verb,Action and Stative Verbs
5H,34,יָנַק,"(Q) to suck; (subst) nursing baby; (Hi) to give suck to, to nurse",Verb,Action and Stative Verbs
5H,34,יָרֵךְ,"thigh, loin, side",Noun,Humans and Anatomy
5H,35,כָּכָה,"thus, so",Adverb,
5H,34,כַּלָּה,"daughter-in-law, bride",Noun,Family and Tribe
5H,35,לְאֹם,people,Noun,Family and Tribe
5H,34,מָחָה,"(Q) to wipe, wipe out, blot out",Verb,Action and Stative Verbs
5H,35,מַלְכָּה,queen,Noun,Humans and Anatomy
5H,35,מָעַל,"(Q) to act unfaithfully or treacherously, be unfaithful",Verb,Action and Stative Verbs
5H,35,מִשְׁנֶה,"a double, copy, second thing",Noun,Measurement and Numbers
5H,35,נָקַם,"(Q) to avenge, take vengence; (Ni, Hith) to avenge oneself; (Ho) to be avenged.",Verb,Movement Verbs
5H,35,סֵתֶר,"hiding place, garment, covering",Noun,Clothing
5H,34,עֶבְרָה,"overflow, arrogance, outburst of fury",Noun,
5H,35,עֵגֶל,calf,Noun,Plants and Animals
5H,34,עַם,"kinsman, relative, people",Noun,Family and Tribe
5H,35,עָרֵל,"uncircumcised, having the foreskin",Noun,Humans and Anatomy
5H,34,צָפַן,"(Q) to hide, treasure up",Verb,Action and Stative Verbs
5H,35,צָרַעַת,skin disease (not leprosy),Noun,
5H,34,צָרַף,"(Q) to smelt, refine",Verb,Action and Stative Verbs
5H,34,קָנָא,"(Pi) to be jealous, zealous",Verb,Personal Interactions
5H,35,קָצָה,"end, border",Noun,Lands and Warfare
5H,35,קָצַר,"(Q) to reap, harvest",Verb,Plants and Animals
5H,35,רָשַׁע,"(Q) to be guilty, wicked; (Hi) to condemn as guilty, act wickedly",Verb,Action and Stative Verbs
5H,34,שְׂעֹרָה,barley,Noun,Plants and Animals
5H,34,תִּקְוָה,hope,Noun,Worship/Cultic
5H,34,תִּשְׁוּעָה,"salvation, deliverance",Noun,Worship/Cultic
5I,33,אַרְמוֹן,palace,Noun,Building and Travel
5I,33,גְּדוּד,"raiding party, band",Noun,Lands and Warfare
5I,33,חָבַשׁ,"(Q) to bind, bind on, saddle (an animal for riding)",Verb,Action and Stative Verbs
5I,32,חִנָּם,(adv) without compensation; in vain,Adverb,
5I,33,חָתַן,(Q) to become related by marriage; (Qal part) father- (mother-) in-law,Verb,Family and Tribe
5I,32,טַבָּח,"butcher, cook, guardsman",Noun,Humans and Anatomy
5I,32,טוּב,"(n) goodness, the best",Noun,
5I,33,יוֹנָה,dove,Noun,Plants and Animals
5I,33,יְמָנִי,right (hand); southern,Noun,Humans and Anatomy
5I,32,יָרָה,"(Q) to throw, shoot (I); (Hi) to instruct, teach (II)",Verb,Movement Verbs
5I,32,כָּחַד,"(Pi, Hi) to hide, efface; (Ni) to be hidden",Verb,Action and Stative Verbs
5I,32,כֶּלֶב,dog,Noun,Plants and Animals
5I,32,לְבוּשׁ,garment; (collec) clothes,Noun,Clothing
5I,32,מְאוּמָה,anything (at all),Noun,
5I,32,מוּל,(Q) to circumcise,Verb,Action and Stative Verbs
5I,32,מִזְרָק,sprinkling basin,Noun,Worship/Cultic
5I,32,מָחֳרָת,(n) the following day; (adv) on the next day,Noun,Time and Seasons
5I,32,מֵעֶה,"(du cstr) bowels, abdomen",Noun,Humans and Anatomy
5I,32,מַעֲשֵׂר,tithe; (tenth part),Noun,Measurement and Numbers
5I,32,נָשַׁק,(Q) to kiss,Verb,Action and Stative Verbs
5I,32,עַוְלָה,wickedness,Noun,Worship/Cultic
5I,32,עֻמָּה,"(Prep לְ; adv) just like; (prep) close to, at",Preposition,
5I,33,עֵרֶךְ,"layer, row, accessories",Noun,
5I,33,עֹרֶף,"neck, nape",Noun,Humans and Anatomy
5I,33,עֵ֫שֶׁב,"green plants, herbs",Noun,Plants and Animals
5I,33,פְּנִימִי,inner,Noun,
5I,33,פְּקֻדָּה,"appointment, service",Noun,
5I,32,פָּרַח,to sprout; break out,Verb,Action and Stative Verbs
5I,33,צַד,side,Noun,
5I,33,צָמַח,"(Q) to sprout, spring up",Verb,Action and Stative Verbs
5I,33,קְלָלָה,(n) curse,Noun,Worship/Cultic
5I,32,"רֶחֶם, רַחַם",womb,Noun,Humans and Anatomy
5I,32,רִמּוֹן,pomegranate,Noun,Plants and Animals
5I,33,רִנָּה,a shout of joy,Noun,
5I,32,"שְׁבוּת, שְׁבִית","captivity, imprisonment",Noun,Lands and Warfare
5I,33,שֹׁרֶשׁ,root,Noun,Plants and Animals
5I,32,תּוֹדָה,"(song, sacrifice of) thanksgiving",Noun,Worship/Cultic
5I,32,תַּחְתִּי; תַּחְתּוֹן,"(adj) lower, lowest; (n) the lowest",Adjective,
5J,31,"אַי, אֵי",(interr) where?,Particle,
5J,31,אֳנִיָּה,"ship, boat",Noun,
5J,31,אֶצְבַּע,finger,Noun,Humans and Anatomy
5J,31,בְּכִי,weeping,Noun,
5J,31,גָּג,"roof, top",Noun,Building and Travel
5J,31,דָּמָה,"(Q) to be (a)like, resemble",Verb,Action and Stative Verbs
5J,31,חַלּוֹן,window (-opening),Noun,Building and Travel
5J,31,טַל,"dew, light rain",Noun,Heavens and Earth
5J,31,טָמַן,(Q) to hide; set up secretly,Verb,Action and Stative Verbs
5J,31,יָלַל,"(Hi) to howl, wail",Verb,Action and Stative Verbs
5J,31,כּוֹס,(drinking-) cup,Noun,Food
5J,31,כָּזָב,"(n) lie, falsehood",Noun,
5J,31,כִּלְיָה,(pl) kidney(s),Noun,Humans and Anatomy
5J,31,כְּפִיר,young lion,Noun,Plants and Animals
5J,31,מִין,"kind, species",Noun,Plants and Animals
5J,31,נָאַף,(Q) to commit adultery,Verb,Action and Stative Verbs
5J,31,נָדַר,to make a vow,Verb,Personal Interactions
5J,31,נָחָשׁ,serpent,Noun,Plants and Animals
5J,31,סֻכָּה,thicket; hut,Noun,Plants and Animals
5J,31,עָב,cloud(s),Noun,Heavens and Earth
5J,31,עָצוּם,"(adj) mighty, vast",Adjective,
5J,31,פֶּסֶל,"idol, image",Noun,Worship/Cultic
5J,31,צוּר,"to tie up, gather",Verb,Movement Verbs
5J,31,שְׁבוּעָה,(n) oath,Noun,"People, Law, and Covenant"
5J,31,שָׁטַף,"to wash away, wash off",Verb,Action and Stative Verbs
5J,31,שִׂמְלָה,"mantle, wrapper",Noun,
5K,30,בָּחַן,to test,Verb,Action and Stative Verbs
5K,29,בַּמָה; בַּמֶּה,(interr pro) how?,Pronoun,
5K,29,בָּרָד,hail (precipitation),Noun,Heavens and Earth
5K,30,בֹּשֶׂם; בֶּשֶׂם,"balsam, shrub",Noun,Plants and Animals
5K,30,בֹּשֶׁת,shame,Noun,Personal Interactions
5K,30,גָּזַל,"to tear off, pull off, seize",Verb,Movement Verbs
5K,30,הָדָר,ornament,Noun,Clothing
5K,29,זִמָּה,plan; infamy,Noun,
5K,30,חִטָּה,wheat,Noun,Plants and Animals
5K,29,חָמַם,"(Q) to be(come) warm, hot",Verb,Action and Stative Verbs
5K,29,חֲצֹצְרָה,trumpet,Noun,Lands and Warfare
5K,29,חֵרֶם,"ban, (what is) banned",Noun,
5K,29,חָשַׂךְ,"(Q) to restrain, withhold",Verb,Action and Stative Verbs
5K,29,יָעַד,"(Q) to designate, appoint",Verb,Action and Stative Verbs
5K,30,כְּלִמָּה,"(n) disgrace, insult",Noun,Personal Interactions
5K,29,כֻּתֹּנֶת,tunic,Noun,Clothing
5K,29,לָבָן,(adj) white,Adjective,
5K,30,מַאֲכָל,food; fodder,Noun,Food
5K,29,מִטָּה,"couch, bed",Noun,
5K,29,מָנָה,(v) to count,Verb,Measurement and Numbers
5K,29,מָנַע,"(Q) to retain, withhold",Verb,Action and Stative Verbs
5K,29,מַעַל,unfaithfulness,Noun,
5K,30,נִדָּה; נִידָה,menstrual flow; excretion,Noun,
5K,30,נָהַג,"(Q) to drive, lead",Verb,Movement Verbs
5K,30,סִיר,(cooking-) pot,Noun,
5K,30,סָפַד,"to mourn, sound a lament",Verb,Action and Stative Verbs
5K,29,עָלַם,(Qal part) secret (faults); (Ni) be hidden,Verb,Action and Stative Verbs
5K,29,עִשָּׂרוֹן,tenth part,Noun,Measurement and Numbers
5K,29,עַתּוּד,"(pl) ram, he-goat; (met) leader",Noun,Plants and Animals
5K,30,פִּנָּה,corner,Noun,Building and Travel
5K,29,פָּרָה,(Q) to bear fruit,Verb,Plants and Animals
5K,29,קֶצֶף,"anger, rage, wrath",Noun,
5K,30,קִרְיָה,"city, town",Noun,Building and Travel
5K,30,רָבַץ,"(Q) to lie down, crouch",Verb,Action and Stative Verbs
5K,30,רָעַשׁ,"(Q) to quake, shake",Verb,Action and Stative Verbs
5K,30,שְׁמִינִי,(ord) eighth,Numeral,Measurement and Numbers
5K,29,שֵׂעָר,hair (collective),Noun,Humans and Anatomy
5K,29,שָׁפֵל,"(stat) be low, sink",Verb,Movement Verbs
5K,29,שִׁקּוּץ,abominable idol; abomination,Noun,Worship/Cultic
5K,29,שָׂרִיד,survivor,Noun,
5K,30,תְּנוּפָה,"waving, shaking; (ext) wave-offering",Noun,Worship/Cultic
5L,27,אַדִּיר,"(adj) mighty, (n, pl) nobles",Adjective,
5L,27,אָוָה,"(Ni) to be beautiful, lovely; (Pi) to want, crave",Verb,Action and Stative Verbs
5L,27,אֱוִיל,"(adj) foolish; (n) fool, simpleton",Adjective,
5L,27,בַּז,(n) plunder (act and objects of),Noun,Lands and Warfare
5L,27,בְּלִיַּעַל,wickedness,Noun,Worship/Cultic
5L,28,בָּשַׁל,"to ripen, cook; (Pi) cook, boil",Verb,Food
5L,27,זָקִן,(stat) to be old,Verb,Humans and Anatomy
5L,28,חָבַר,"(Qal) to become allies, unite",Verb,Action and Stative Verbs
5L,27,חָכַם,to be(come) wise,Verb,Action and Stative Verbs
5L,28,חָלַם,"to be(come) strong; (Qal, Hi) to dream",Verb,Action and Stative Verbs
5L,27,חָלַף,"to pass by, to follow each other",Verb,Movement Verbs
5L,27,חֲמִישִׁי,(ord) fifth; (fract) one-fifth,Numeral,Measurement and Numbers
5L,27,חָקַר,"to spy out, investigate",Verb,Action and Stative Verbs
5L,28,חָתַם,"to seal up, confirm",Verb,Action and Stative Verbs
5L,27,יוֹבֵל,ram; year of jubilee,Noun,Time and Seasons
5L,27,יָצַת,"to kindle, burn up",Verb,Action and Stative Verbs
5L,27,יָרֵחַ,moon,Noun,Heavens and Earth
5L,28,יְרֵכָה,"rear, back side",Noun,Building and Travel
5L,27,יָשַׁר,to be (go) straight,Verb,Action and Stative Verbs
5L,27,כַּפֹּרֶת,"(performance of) reconciliation; (trad) cover, lid",Noun,
5L,28,לִיץ,"to boast; (Hi) mock, be a spokesman (interpreter)",Verb,Personal Interactions
5L,27,מָבוֹא; מוֹבָא,entrance,Noun,Building and Travel
5L,27,מוֹצָא,"outlet, what comes out",Noun,
5L,27,מוֹקֵשׁ,trap,Noun,
